Temperature Wrist,Temperature Forehead
33.63,36.51
33.41,36.14999
32.83001,35.64999
32.63,35.33001
33.45,36.18999
32.63,35.27001
33.57,36.30999
32.77001,35.51
33.49001,36.23
33.55001,36.27001
33.45,36.20998
33.41,36.17001
32.33001,35.07
33.58999,36.36999
32.63,35.29
32.29,34.96999
32.99002,35.95
33.46999,36.20998
32.96999,35.89001
31.95001,34.49001
32.77001,35.51
31.99002,34.58999
32.92999,35.83001
32.70999,35.41
33.02999,35.96999
33.33001,36.13
32.58999,35.17001
33.41,36.14999
32.69,35.41
31.95001,34.49001
33.24999,36.07
32.70999,35.45
32.39001,35.08999
33.24999,36.07
32.63,35.30999
32.67001,35.39001
32.80999,35.57
32.95001,35.85
33.23,36.07
33.33001,36.11001
32.61001,35.23
33.08999,35.99001
32.45001,35.11001
32.29,34.96999
33.14999,36.02999
33.08999,35.99001
32.70999,35.41
32.30999,35.01
32.89001,35.70998
32.80999,35.61001
32.74999,35.46999
32.85,35.68999
32.33001,35.07
32.96999,35.89001
32.64999,35.33001
32.13,34.83001
32.61001,35.17001
33.63,36.51
32.45001,35.13
32.70999,35.41
33.14999,36.02999
32.85,35.67001
32.97,35.91
33.20998,36.05001
32.69,35.41
32.77001,35.49001
32.67001,35.39001
31.99002,34.58999
32.70999,35.41
32.96999,35.89001
33.13,36.01
32.18999,34.86999
33.61001,36.42999
32.99001,35.92999
32.63,35.24999
32.92999,35.85
32.17001,34.85
33.08999,36.01
32.85,35.67001
33.29,36.08999
33.57,36.30999
32.57,35.14999
33.01,35.95
33.30999,36.08999
33.52999,36.24999
33.24999,36.07
32.30999,34.99001
33.41,36.17001
32.91,35.77001
32.55001,35.14999
32.52999,35.14999
33.35,36.13
33.41,36.14999
32.92999,35.83001
32.80999,35.57
32.70999,35.45
33.35,36.13
32.85,35.68999
32.63,35.24999
33.13,36.01
33.02999,35.96999
32.77001,35.52999
32.61001,35.20998
32.83001,35.64999
33.45,36.20998
32.74999,35.49001
32.33001,35.05001
33.17001,36.02999
32.63,35.33001
33.05001,35.99001
33.45,36.18999
33.13,36.01
33.45,36.20998
32.33001,35.07
32.05001,34.68999
32.24999,34.91
33.07,35.99001
33.45001,36.20998
33.58999,36.35
32.80999,35.61001
31.99002,34.63
33.42999,36.17001
33.52999,36.27001
33.36999,36.13
32.24999,34.91
33.57,36.29
32.63,35.24999
32.05001,34.68999
32.77001,35.49001
31.91,34.41
32.83001,35.63
33.24999,36.07
33.69,36.52999
33.41,36.14999
32.74999,35.46999
33.35,36.13
32.99001,35.92999
33.02999,35.95
32.80999,35.58999
33.20998,36.05001
33.17001,36.02999
32.63,35.29
33.11001,36.01
32.85,35.64999
33.08999,36.01
32.27001,34.95
32.73001,35.45
32.29,34.95001
32.70999,35.45
32.69,35.39001
32.89001,35.70998
33.74999,36.63
33.19,36.05001
33.41,36.17001
33.20999,36.07
32.92999,35.83001
32.97,35.91
33.42999,36.18999
33.55001,36.27001
33.41,36.14999
33.23,36.07
32.83001,35.64999
33.74999,36.58999
33.24999,36.07
32.02999,34.64999
32.89001,35.70998
33.17001,36.02999
33.45,36.20998
32.61001,35.17001
33.02999,35.96999
32.92999,35.85
33.30999,36.08999
32.89001,35.74999
32.27001,34.95
32.92999,35.85
33.33001,36.13
33.42999,36.17001
33.52999,36.24999
33.61001,36.36999
33.52999,36.24999
33.08999,36.01
32.83001,35.63
32.96999,35.89001
32.83001,35.63
33.64999,36.52999
32.27001,34.95
32.85,35.67001
32.80999,35.63
33.69,36.52999
33.49002,36.23
33.57,36.29
32.02999,34.64999
33.33001,36.13
33.57,36.30999
33.52999,36.24999
32.05001,34.70998
32.20998,34.91
32.77001,35.51
32.33001,35.07
33.01,35.95
33.41,36.17001
33.18999,36.02999
32.99001,35.92999
33.23001,36.07
33.36999,36.13
32.97,35.92999
33.58999,36.35
32.02999,34.64999
33.02999,35.96999
32.77001,35.49001
32.92999,35.80999
32.77001,35.52999
32.02999,34.63
32.91,35.77001
33.55001,36.29
31.91,34.35
32.30999,35.02999
32.67001,35.35
33.57,36.29
32.29,34.96999
32.85,35.64999
32.99002,35.95
32.20998,34.91
33.11001,36.01
33.23,36.07
33.13,36.01
33.47,36.23
32.64999,35.33001
32.63,35.33001
33.61001,36.42999
32.27001,34.95
32.74999,35.49001
32.24999,34.91
32.39001,35.07
33.45,36.18999
33.35,36.13
33.46999,36.23
33.70999,36.58999
33.07,35.99001
32.89001,35.70998
32.17001,34.85
32.89001,35.73
33.17001,36.02999
33.18999,36.05001
33.33001,36.13
32.85,35.64999
32.85,35.68999
32.05001,34.68999
33.57,36.30999
33.20998,36.05001
31.99002,34.61001
33.29,36.08999
33.23001,36.07
33.20998,36.05001
32.67001,35.35
32.02999,34.67001
33.51,36.24999
33.11001,36.01
33.64999,36.52999
33.39001,36.14999
32.70999,35.41
33.01,35.95
33.02999,35.96999
33.57,36.33001
32.92999,35.80999
33.29,36.08999
32.30999,35.02999
32.96999,35.89001
31.91,34.46999
32.97,35.91
31.99002,34.57
32.77001,35.49001
31.97,34.55001
32.95,35.85
32.47,35.13
33.29,36.08999
33.20999,36.07
33.01,35.95
33.20998,36.05001
33.67001,36.52999
32.92999,35.85
33.57,36.30999
33.41,36.14999
33.41,36.14999
32.89001,35.73
33.29,36.08999
33.02999,35.99001
32.96999,35.91
32.96999,35.89001
33.33001,36.13
33.30999,36.08999
32.91,35.77001
32.70999,35.41
33.08999,36.01
32.70999,35.42999
33.08999,36.01
33.46999,36.23
33.17001,36.02999
33.35,36.13
32.85,35.64999
32.89001,35.68999
33.51,36.23
33.08999,35.99001
33.61001,36.39001
33.57,36.30999
32.80999,35.61001
33.23,36.07
33.42999,36.18999
33.02999,35.95
32.20998,34.91
32.67001,35.35
32.79,35.55001
32.35,35.07
33.63,36.51
31.99002,34.58999
33.42999,36.17001
33.63,36.42999
33.61001,36.42999
31.89001,34.29
31.89001,34.29
31.85,34.29
31.85,34.20998
31.83001,34.20998
31.83001,34.11001
31.80999,34.11001
31.79,34.05001
31.77001,34.05001
31.77001,33.96999
31.77001,33.96999
31.77001,33.70998
31.77001,33.70998
31.74999,33.68999
31.70999,33.68999
31.67001,33.58999
31.67001,33.58999
31.67001,33.52999
31.63,33.52999
31.63,33.49001
31.63,33.49001
31.63,33.41
31.63,33.41
31.57,33.41
31.57,33.41
31.57,33.33001
31.55001,33.33001
31.49002,33.30999
31.47,33.30999
31.70999,33.67001
31.61001,33.57
32.68999,35.39001
32.73001,35.47
31.11001,32.91
32.49002,35.11001
32.20999,34.67001
32.85,35.70998
33.13,35.92999
33.05001,35.85
32.24999,34.85
32.36999,34.99002
32.19,34.42999
32.11001,34.11001
32.07,33.97
32.20999,34.61001
32.77001,35.61001
32.08999,33.99002
32.24999,34.83001
32.14999,34.33001
33.17001,35.92999
31.05001,32.89001
33.17001,35.92999
32.80999,35.68999
33.01,35.85
31.57,33.49002
32.42999,35.08999
32.57,35.20998
32.61001,35.27001
32.05001,33.91
32.89001,35.77001
33.27001,35.96999
32.29,34.89001
32.39001,35.05001
32.52999,35.17001
31.13,32.99002
31.52999,33.35
32.08999,33.99002
33.14999,35.92999
32.30999,34.91
32.52999,35.13
32.29,34.86999
32.74999,35.52999
31.01,32.85
32.57,35.20998
32.55001,35.18999
32.57,35.24999
32.85,35.73
32.74999,35.53
32.35,34.99002
32.51,35.13
32.45,35.08999
32.69,35.41
33.05001,35.86999
32.97,35.83001
31.33001,33.13
32.80999,35.68999
32.11001,34.18999
32.33001,34.96999
32.41,35.07
32.79,35.67001
32.58999,35.24999
32.80999,35.68999
32.02999,33.83001
32.52999,35.17001
32.29,34.89001
33.36999,36.01
32.13,34.27001
32.52999,35.13
32.05001,33.89001
32.73001,35.48
32.41,35.08999
32.89001,35.79
32.69,35.42999
32.23001,34.68999
32.51,35.13
32.05001,33.85
32.27001,34.85
32.41,35.07
32.13,34.20999
33.11001,35.91
33.01,35.83001
32.86999,35.77001
32.27001,34.85
32.05001,33.85
31.24999,33.11001
31.35,33.18999
32.05001,33.89001
32.24999,34.79
32.20999,34.47
32.11001,34.17001
31.80999,33.70998
32.39001,35.05001
32.63,35.30999
32.97,35.83001
31.91,33.74999
32.35,34.99002
32.74999,35.52999
32.73001,35.47
32.47,35.11001
32.07,33.95001
31.47,33.24999
31.39001,33.20998
32.29,34.85
32.23001,34.77001
32.74999,35.55001
32.05001,33.91
33.05001,35.85
33.17001,35.95
32.13,34.18999
32.24999,34.80999
32.05001,33.89001
31.41,33.20998
32.45001,35.08999
31.95001,33.77001
32.55001,35.18999
31.57,33.49002
32.57,35.20998
32.17001,34.39001
32.58999,35.27001
32.46999,35.11001
31.13,32.99002
31.69,33.63
32.14999,34.29
31.52999,33.33001
32.49002,35.13
31.97,33.77001
32.41,35.08999
32.57,35.18999
33.29,35.99001
32.79,35.68999
33.02999,35.85
32.52999,35.13
32.33001,34.95
32.23001,34.69
32.45001,35.08999
32.73001,35.48
32.57,35.24999
32.89001,35.77001
32.46999,35.11001
32.20999,34.49002
32.58999,35.27001
32.74999,35.57
32.58999,35.27001
32.29,34.89001
31.69,33.67001
30.97,32.63
32.89001,35.77001
31.42999,33.24999
32.57,35.20998
32.20999,34.51
32.20999,34.67001
31.85,33.74999
33.11001,35.91
32.67001,35.35
31.49002,33.27001
32.57,35.20998
32.36999,35.02999
31.89001,33.74999
32.23001,34.69
32.47,35.11001
32.14999,34.33001
32.80999,35.70998
32.23001,34.77001
31.61001,33.57
31.67001,33.63
32.39001,35.05001
32.20999,34.51
32.13,34.20999
32.57,35.24999
32.67001,35.35
32.23001,34.68999
33.07,35.91
32.64999,35.33001
32.05001,33.89001
32.85,35.73
31.63,33.61001
31.24999,33.11001
32.55001,35.18999
31.77001,33.69
32.77001,35.63
32.83001,35.70998
33.05001,35.89001
32.57,35.20998
32.80999,35.70998
32.33001,34.96999
32.63,35.33001
33.05001,35.89001
32.20999,34.58999
32.57,35.20998
32.07,33.96999
32.19,34.41
32.24999,34.85
32.05001,33.89001
32.08999,34.02999
31.74999,33.68999
32.64999,35.33001
32.80999,35.68999
31.35,33.17001
31.70999,33.67001
33.13,35.92999
33.05001,35.89001
32.73001,35.49001
31.85,33.74999
31.41,33.20998
31.05001,32.89001
33.36999,36.01
32.14999,34.35
33.08999,35.91
32.63,35.30999
33.20998,35.95
32.57,35.20998
32.11001,34.07
32.14999,34.35
31.39001,33.20998
32.49001,35.11001
32.05001,33.85
33.13,35.92999
33.11001,35.91
32.67001,35.33001
33.41,36.02999
32.20998,34.47
32.42999,35.08999
32.80999,35.70998
32.02999,33.83001
32.14999,34.35
31.01,32.89001
31.57,33.49001
32.85,35.74999
31.39001,33.18999
33.29,36.01
32.70998,35.45
32.61001,35.30999
31.61001,33.55001
32.52999,35.17001
32.64999,35.33001
32.49002,35.13
32.80999,35.68999
32.11001,34.05001
32.77001,35.61001
32.61001,35.27001
33.08999,35.91
32.70999,35.46999
32.61001,35.29
32.85,35.77001
32.57,35.20998
32.61001,35.29
32.52999,35.17001
32.47,35.11001
32.52999,35.13
33.33001,36.01
32.73001,35.49001
33.24999,35.96999
31.95001,33.74999
32.99002,35.83001
31.20999,33.11001
31.39001,33.18999
32.67001,35.35
33.07,35.91
31.35,33.17001
32.39001,35.05001
32.18999,34.41
32.23001,34.70998
32.35,34.99002
32.29,34.89001
32.74999,35.61001
32.24999,34.83001
31.42999,33.24999
32.83001,35.70998
32.85,35.73
32.19,34.42999
32.11001,34.18999
32.20999,34.61001
32.39001,35.05001
31.47,33.24999
32.20999,34.52999
31.13,32.91
31.77001,33.69
31.99002,33.77001
32.63,35.33001
32.61001,35.27001
32.49002,35.11001
33.02999,35.85
32.91,35.80999
32.08999,34.05001
32.49002,35.11001
32.42999,35.08999
31.61001,33.55001
32.55001,35.18999
32.77001,35.63
32.55001,35.18999
32.46999,35.11001
31.55001,33.47
32.33001,34.91
32.23001,34.77001
32.11001,34.05001
32.33001,34.91
33.05001,35.89001
32.77001,35.64999
32.05001,33.91
33.20998,35.95
32.74999,35.55001
31.77001,33.69
32.19,34.45
31.63,33.61001
32.55001,35.17001
32.64999,35.33001
32.30999,34.91
31.99002,33.77001
32.79,35.64999
32.80999,35.68999
33.05001,35.89001
31.55001,33.46999
32.11001,34.08999
32.24999,34.83001
31.07,32.91
32.14999,34.27001
31.29,33.13
33.14999,35.92999
31.47,33.27001
32.33001,34.97
32.20999,34.63
31.70999,33.68999
31.80999,33.70999
32.20999,34.47
32.63,35.33001
32.05001,33.92999
31.52999,33.41
32.29,34.87001
32.20999,34.55001
32.74999,35.55001
32.24999,34.85
32.11001,34.11001
32.64999,35.33001
32.39001,35.05001
32.91,35.79
32.55001,35.18999
33.20999,35.95
32.20999,34.55001
33.07,35.91
32.91,35.79
32.49002,35.11001
32.05001,33.85
32.23001,34.68999
32.79,35.67001
32.23001,34.77001
32.92999,35.80999
32.73001,35.48
32.68999,35.39001
32.02999,33.80999
32.61001,35.27001
32.11001,34.11001
33.30999,36.01
32.13,34.20999
32.13,34.19
32.58999,35.24999
32.49002,35.11001
32.58999,35.24999
32.99002,35.83001
32.80999,35.68999
32.30999,34.91
32.05001,33.91
32.20999,34.49002
33.23001,35.96999
31.63,33.61001
32.61001,35.29
32.39001,35.05001
31.47,33.27001
32.20999,34.55001
32.02999,33.80999
32.11001,34.13
31.52999,33.35
32.05001,33.95001
33.11001,35.91
32.20999,34.52999
31.70999,33.68999
32.41,35.07
32.83001,35.70998
32.57,35.20998
32.24999,34.83001
32.24999,34.83001
32.61001,35.29
32.36999,35.02999
32.85,35.77001
33.02999,35.85
32.57,35.24999
32.05001,33.85
31.80999,33.70999
31.33001,33.17001
32.74999,35.55001
31.61001,33.58999
33.02999,35.85
32.58999,35.24999
32.23001,34.77001
33.14999,35.92999
32.52999,35.17001
33.05001,35.85
31.19,33.01
32.99002,35.83001
33.41,36.01
32.17001,34.41
32.23001,34.77001
33.02999,35.85
32.58999,35.24999
32.74999,35.52999
31.47,33.24999
31.67001,33.63
32.01,33.80999
32.20999,34.57
31.07,32.91
31.19,33.08999
32.20998,34.46999
33.20999,35.96999
32.33001,34.91
31.19,33.05001
31.42999,33.20998
31.29,33.13
32.55001,35.18999
32.05001,33.85
32.49002,35.11001
33.07,35.91
32.30999,34.91
31.67001,33.63
32.24999,34.80999
32.13,34.19
32.20999,34.61001
33.11001,35.91
31.33001,33.13
31.19,33.08999
33.08999,35.91
32.85,35.74999
33.33001,36.01
31.57,33.49002
33.11001,35.91
32.57,35.24999
32.79,35.68999
32.74999,35.51001
32.61001,35.29
32.24999,34.83001
32.05001,33.85
32.64999,35.33001
33.07,35.91
32.63,35.33001
32.64999,35.33001
32.70998,35.46999
32.70998,35.46999
31.49002,33.27001
33.24999,35.96999
31.57,33.49002
32.57,35.24999
32.27001,34.85
32.13,34.19
32.67001,35.35
32.33001,34.95
32.08999,34.01
32.02999,33.80999
32.57,35.24999
33.29,36.01
31.47,33.27001
32.20999,34.61001
32.39001,35.05001
32.73001,35.47
32.77001,35.61001
32.80999,35.68999
30.97,32.63
32.20999,34.55001
32.86999,35.77001
31.13,32.99002
32.20999,34.63
32.77001,35.63
33.08999,35.91
32.74999,35.58999
32.13,34.27001
31.70999,33.67001
31.80999,33.70999
32.20999,34.64999
32.52999,35.13
32.57,35.20998
32.35,34.99001
31.01,32.85
31.69,33.63
32.51,35.13
32.57,35.20998
31.19,33.05001
32.63,35.33001
32.57,35.20998
32.18999,34.41
32.61001,35.27001
32.99002,35.83001
32.24999,34.83001
31.85,33.74999
32.14999,34.29
32.02999,33.80999
32.23001,34.74999
31.07,32.89001
32.35,34.99002
31.77001,33.70998
31.55001,33.45
32.33001,34.96999
32.05001,33.85
33.35,36.01
32.58999,35.27001
32.57,35.20998
31.83001,33.70999
32.33001,34.97
33.13,35.92999
33.17001,35.92999
32.85,35.74999
32.08999,34.02999
31.42999,33.20998
32.08999,33.97
32.05001,33.85
31.74999,33.68999
32.61001,35.29
32.77001,35.64999
33.39001,36.01
32.07,33.95001
31.13,32.99002
32.79,35.67001
32.68999,35.39001
32.55001,35.18999
32.80999,35.68999
32.20999,34.63
32.80999,35.68999
32.20999,34.47
32.61001,35.27001
32.14999,34.29
32.63,35.30999
33.07,35.91
32.20999,34.63
32.91,35.79
32.55001,35.18999
32.20999,34.67001
32.35,34.99002
32.35,34.99001
31.97,33.77001
32.05001,33.95
32.20999,34.58999
31.39001,33.20998
31.70999,33.67001
33.07,35.91
32.24999,34.83001
32.68999,35.39001
32.79,35.68999
32.61001,35.30999
32.01,33.77001
31.52999,33.30999
31.95001,33.77001
32.55001,35.18999
33.01,35.83001
31.52999,33.35
33.05001,35.86999
32.20999,34.67001
33.24999,35.96999
31.77001,33.68999
32.24999,34.83001
32.67001,35.33001
32.91,35.80999
32.14999,34.30999
33.05001,35.89001
32.89001,35.77001
32.91,35.80999
33.05001,35.86999
32.91,35.79
32.55001,35.17001
33.35,36.01
31.52999,33.35
32.55001,35.18999
32.11001,34.11001
32.61001,35.29
32.69,35.41
32.61001,35.29
32.58999,35.27001
32.07,33.97
32.67001,35.39001
33.08999,35.91
32.23001,34.74999
32.97,35.83001
32.73001,35.47
32.52999,35.17001
33.01,35.85
32.85,35.74999
32.67001,35.35
32.69,35.41
32.19,34.45
33.20998,35.95
31.77001,33.70998
32.77001,35.61001
32.52999,35.13
32.70998,35.46999
32.46999,35.11001
32.36999,34.99002
32.91,35.79
32.79,35.68999
32.41,35.07
32.63,35.33001
32.95,35.83001
32.68999,35.39001
32.33001,34.97
32.35,34.99002
32.49002,35.13
31.63,33.61001
32.01,33.80999
32.69,35.41
32.83001,35.70998
32.69,35.42999
32.13,34.24999
32.99002,35.83001
31.83001,33.74999
32.23001,34.70999
32.24999,34.85
32.55001,35.18999
32.39001,35.05001
32.05001,33.91
33.30999,36.01
32.89001,35.77001
32.86999,35.77001
32.36999,35.02999
32.57,35.18999
32.23001,34.68999
32.63,35.30999
32.20999,34.57
32.63,35.33001
32.77001,35.63
32.83001,35.70998
32.05001,33.83001
31.47,33.24999
32.86999,35.77001
32.05001,33.83001
32.95,35.80999
32.13,34.24999
32.36999,35.02999
32.64999,35.33001
32.63,35.30999
32.74999,35.58999
32.57,35.20998
32.67001,35.33001
32.14999,34.27001
32.33001,34.97
32.11001,34.11001
32.45001,35.08999
31.92999,33.74999
32.20999,34.61001
32.99002,35.83001
32.45,35.08999
32.39001,35.05001
32.57,35.20998
32.42999,35.08999
31.95001,33.77001
32.80999,35.68999
31.61001,33.55001
32.13,34.24999
32.69,35.42999
33.14999,35.92999
32.58999,35.27001
32.05001,33.85
32.67001,35.33001
32.01,33.80999
32.52999,35.13
31.67001,33.63
32.74999,35.49001
32.41,35.07
32.20999,34.49002
31.29,33.11001
33.01,35.85
32.42999,35.08999
32.27001,34.85
32.67001,35.35
32.33001,34.91
31.52999,33.33001
32.61001,35.27001
32.63,35.33001
32.52999,35.17001
32.83001,35.70998
32.17001,34.39001
32.49002,35.11001
32.29,34.89001
32.23001,34.69
33.07,35.91
32.74999,35.53
31.35,33.17001
32.11001,34.05001
31.42999,33.20998
32.57,35.20998
32.58999,35.27001
32.85,35.77001
32.02999,33.83001
32.23001,34.74999
32.24999,34.83001
31.47,33.27001
32.29,34.87001
33.05001,35.86999
32.79,35.67001
32.83001,35.70998
32.07,33.95001
33.05001,35.85
32.17001,34.35
33.05001,35.89001
32.20999,34.67001
32.39001,35.05001
32.58999,35.24999
33.23001,35.96999
32.20999,34.61001
33.17001,35.92999
32.39001,35.05001
32.08999,34.01
31.33001,33.17001
31.67001,33.61001
32.02999,33.80999
31.99002,33.77001
32.05001,33.89001
32.92999,35.80999
32.83001,35.70998
32.49001,35.11001
31.55001,33.41
32.45001,35.11001
32.91,35.79
32.69,35.39001
32.70998,35.46999
31.24999,33.11001
32.19,34.42999
